,Accion0,Accion1,Accion2,Accion3,Accion4,Accion5,Accion6,Accion7,Accion8,Accion9,Accion10,Accion11,Accion12,Accion13,Accion14,Accion15,Accion16,Accion17,Accion18,Accion19,Accion20,Accion21,Accion22,Accion23,Accion24,Accion25,Accion26,Accion27,Accion28,Accion29,Accion30,Accion31,Accion32,Accion33,Accion34,Accion35,Accion36,Accion37,Accion38,Accion39
0,40.99590020499317,70.99290035498817,1.9998000099996667,60.993900304989836,79.99200039998667,67.99320033998866,55.994400279990664,4.999500024999167,22.997700114996167,38.9961001949935,44.9955002249925,25.99740012999567,77.992200389987,8.9991000449985,84.99150042498583,32.9967001649945,43.99560021999267,41.995800209993,20.9979001049965,91.99080045998467,94.99050047498417,23.997600119996,13.998600069997666,82.99170041498617,10.998900054998167,50.9949002549915,41.995800209993,19.998000099996666,55.994400279990664,45.995400229992335,91.99080045998467,9.999000049998333,25.99740012999567,4.999500024999167,87.99120043998533,38.9961001949935,29.997000149995,66.99330033498883,13.998600069997666,95.990400479984
1,40.69849097158952,69.67191511699518,2.0477806697593155,60.6705218514525,80.5675897810616,66.86089356273321,53.947857322700735,4.912759082192959,22.78369695678341,39.304386707556475,44.96352004508744,25.544563526853608,78.11851827038709,9.118004151128144,87.3883981092453,33.23808544356008,43.96191469788407,42.433439847398695,21.32101531850254,90.69734966568363,95.2690426505576,23.438842892221214,14.035211557714465,83.25020071290278,11.42083675818695,51.84122072341079,41.166581877369296,19.659764178352706,56.86664061820924,45.55212830662394,90.52894048945653,10.004219579315086,25.88132197329903,5.014649623901358,87.04942902603361,39.49413830987467,30.440620598650593,68.23254238620244,14.00755516249618,96.57041519264368
2,41.50434009864178,71.0967388295453,2.086085483658153,60.289618668822094,78.81821237580237,68.10885174841543,54.694954050843336,5.006298904157917,22.787125928442787,38.636191279303304,44.24214817415782,25.871438423366392,78.16428499038655,9.014672545501675,85.71326826676169,34.362157345565,43.568925968366244,43.894313919234506,21.72651476333752,90.962092683535,95.67624720484523,23.15707909435041,13.975947374835274,82.89128764372933,11.360487001045962,52.941488535391635,42.019513480050165,19.703088190857315,57.79096837866965,45.5288793940323,89.90591248853528,10.007505142303854,25.505723720594727,5.046738969515515,87.23367807107148,39.04134820642044,30.428663804914795,68.09887775423906,14.183955321146852,96.40745937772962
3,41.51764076862457,71.03355385838064,2.065114813040321,59.6813913427662,77.37848891085397,67.94819457576642,54.99927632925458,4.9653014752087685,22.93190545376719,38.463850153152876,44.96608591064978,26.043951949011458,77.95708283519231,9.039669726833205,85.17411004777686,34.52238549466439,43.661701361683704,43.6899650647611,21.908482933605892,91.21253637427817,94.96888595305843,23.245808989356423,14.517238900082447,83.95136487627273,11.166324942117114,51.967459508264035,41.30771745416544,19.99478076855221,58.613057284412,46.908011839898194,90.0060990704597,10.109341106566772,25.54496995027826,4.958711288104164,88.51260643466911,38.50391784764831,29.334598343571148,68.84251825626973,14.20004658686732,98.29134095686423
4,40.2494541392197,70.70062002376909,2.083627210435987,59.3628131837136,76.69207093502608,66.92078025514424,55.79203576333138,4.8262009134652075,23.117594468541174,39.391378422470964,43.840502951043305,26.04088168886473,78.21956962212731,9.026641609067482,85.07811784931741,34.735560629599284,43.00761595217338,43.50921932268705,22.19004951914328,90.16727919038111,95.3650839786532,22.700049190716356,14.464200069363258,80.67448862851336,11.36038406593308,51.588009348704794,42.45987335375416,19.9394078118892,58.94850521567425,46.935216981618424,91.64975583002729,10.157347585894934,25.225435603011125,5.001836621874565,87.53056480693786,38.775288907447624,28.72430916040865,69.45739444252258,14.288520145176147,98.2099727989648
5,39.74498290346979,71.31941880104591,2.071214289452328,57.59473398703741,75.28117850698523,67.33428660607555,54.78105870789593,4.790159601854354,23.48573135562966,38.92520114621647,42.207896438835235,26.523942747995957,75.84107420624305,9.159505951968733,86.9414644263843,34.928487991554746,44.108255397108294,43.64497951658267,22.232227867189064,90.46721407979575,95.90228179272529,22.452840942800293,14.19546168500044,79.79767113330912,11.118179156501341,50.87561052065078,41.97912738591594,20.20505541934056,58.22529116530199,46.47557825770977,90.4133102067186,10.14270861982636,25.497229355277856,4.97856860099335,85.5514172474009,38.59151225509086,28.452170165435682,66.8058164460072,14.044224161722905,96.73163701071707
6,39.3383782696701,71.77164350571832,2.0788796609935365,57.079329284153864,75.81654108526818,67.52424410202268,55.77130877466748,4.926171291237496,23.880244774297914,39.08440026081171,42.23014985174687,26.345584143191026,75.82989325558286,9.41862640297214,87.04711721872427,34.705563203633666,44.36197236655158,43.03950083155266,22.03161873866577,89.99047860597864,95.7032244983842,22.723703393979044,14.75468236906742,79.46414186299519,11.084413238448372,51.24190622900036,40.81067415372971,19.539495215967754,56.49320008390135,46.46904725879874,87.10034337485193,10.066221697592797,25.371480448024617,4.97249362232936,86.04654319918146,38.28996153825064,28.00093044185306,66.3262629312365,14.263106241600555,96.76523509806738
7,39.56861349073032,71.5658286421351,2.0691710129433267,57.15856672388209,74.61586937502803,66.81626686200791,55.73132986913361,4.822075876951627,23.42474427567473,38.33269732225486,41.328667865734644,26.236487164375475,77.16622685924636,9.44558725713086,86.53491190606896,33.8522712178072,44.82783830617816,43.584456009079304,21.94262425340939,88.95468129016764,97.47117260058751,22.44890914962055,14.877411586957495,78.71494823671972,11.45519994143098,51.55426735477237,39.48960460443971,19.91515496814888,56.39410168594176,46.08232397360443,89.08877370178541,10.080176728770201,24.947386040071756,5.041608590723055,84.33430765746543,38.13205127162647,27.75933872039213,65.07425204970765,14.223981212187011,95.53505532648529
8,39.949421384725696,72.16770786368227,2.124132323694821,57.66338057669291,76.69799154959348,66.22527212786167,57.087558717121766,4.897772911740564,23.307091983724092,38.66990325861788,40.5932955960472,26.480522165305423,76.88784293518151,9.487869950675321,88.06606626829662,34.168970223738356,44.407815914537395,44.85509455984295,21.88788296336238,89.70399161171918,98.11275060896871,22.764665695962663,14.859042988276023,76.33703266364564,11.542561535826941,51.61120985079775,39.1892480010538,19.708686724087226,55.788050182555054,45.705572519611124,89.57907097848182,10.448237906388023,24.753605438896976,5.01927621241541,84.28199117611945,38.17930410451284,27.923527992070795,65.99721788343348,14.090974852647397,93.6993120909866
9,40.01339395076983,72.2109335135939,2.1784091049689875,57.4262084184406,75.72895434939127,67.80255498605896,57.40580668720765,4.936946756434103,23.058541919427324,38.405201708555275,40.63253195225944,27.08188443854533,74.07728066829162,9.585193857501302,86.47309922145857,33.76493146318308,43.87588410087147,44.470051911936785,21.923315123355778,89.6396739157653,97.6221897636591,23.072390654329414,14.846494982191045,77.02745236279436,11.384341971032928,50.93990599909184,38.127608562723815,19.444312235622316,56.22969181602486,44.74467196650544,89.49906865189361,10.348513204137465,24.89007415315676,5.082433142613451,84.07321914837937,37.82678877529101,28.130641626641637,67.11981124503399,13.992299414871493,92.35661954861052
